primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
bagwea1,[],"['call', 'male']",-0.8803,29.641,Ploceus baglafecht,Baglafecht Weaver,Jacek Betleja,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/342701,bagwea1/XC342701.ogg
bagwea1,[],['call'],3.8104,32.9224,Ploceus baglafecht,Baglafecht Weaver,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/352745,bagwea1/XC352745.ogg
bagwea1,[],['call'],-1.2043,34.941,Ploceus baglafecht,Baglafecht Weaver,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/364582,bagwea1/XC364582.ogg
bagwea1,[],['call'],-1.2639,36.7684,Ploceus baglafecht,Baglafecht Weaver,Anne Ndung'u,Creative Commons Attribution-ShareAlike 4.0,3.0,https://www.xeno-canto.org/367167,bagwea1/XC367167.ogg
bagwea1,[],['call'],-3.3599,36.6909,Ploceus baglafecht,Baglafecht Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/375876,bagwea1/XC375876.ogg
bagwea1,[],['call'],-3.3599,36.6909,Ploceus baglafecht,Baglafecht Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/375877,bagwea1/XC375877.ogg
bagwea1,[],['call'],-3.3599,36.6909,Ploceus baglafecht,Baglafecht Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/375878,bagwea1/XC375878.ogg
bagwea1,[],['flight call'],-3.3823,35.6283,Ploceus baglafecht,Baglafecht Weaver,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/440519,bagwea1/XC440519.ogg
bagwea1,"['gycwar3', 'trobou1']",['call'],-1.3283,36.7553,Ploceus baglafecht,Baglafecht Weaver,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/444334,bagwea1/XC444334.ogg
bagwea1,[],['song'],-9.2088,34.3008,Ploceus baglafecht,Baglafecht Weaver,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/490710,bagwea1/XC490710.ogg
bagwea1,[],['song'],-9.2088,34.3008,Ploceus baglafecht,Baglafecht Weaver,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/490712,bagwea1/XC490712.ogg
bagwea1,[],['song'],-1.3164,36.7101,Ploceus baglafecht,Baglafecht Weaver,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/605853,bagwea1/XC605853.ogg
bagwea1,[],"['adult', 'call', 'female', 'male']",-3.0022,37.5654,Ploceus baglafecht,Baglafecht Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/622853,bagwea1/XC622853.ogg
bagwea1,[],[''],-0.9873,29.6138,Ploceus baglafecht,Baglafecht Weaver,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/700635,bagwea1/XC700635.ogg
bagwea1,[],[''],-1.275,36.815,Ploceus baglafecht,Baglafecht Weaver,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/748857,bagwea1/XC748857.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/115976,cabgre1/XC115976.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/116119,cabgre1/XC116119.ogg
cabgre1,[],['call'],-7.8334,36.3834,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/116120,cabgre1/XC116120.ogg
cabgre1,[],['call'],-7.8334,36.3834,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/116121,cabgre1/XC116121.ogg
cabgre1,[],['call'],-1.2422,36.8033,Phyllastrephus cabanisi,Cabanis's Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/122400,cabgre1/XC122400.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/123955,cabgre1/XC123955.ogg
cabgre1,[],['call'],-7.8334,36.3834,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/124144,cabgre1/XC124144.ogg
cabgre1,[],['call'],-7.8334,36.3834,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/124145,cabgre1/XC124145.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/124332,cabgre1/XC124332.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/124657,cabgre1/XC124657.ogg
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/124658,cabgre1/XC124658.ogg
cabgre1,[],['call'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/124659,cabgre1/XC124659.ogg
cabgre1,[],['call'],-1.9591,30.1071,Phyllastrephus cabanisi,Cabanis's Greenbul,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,https://www.xeno-canto.org/155156,cabgre1/XC155156.ogg
cabgre1,"['ccbeat1', 'yewgre1']",['call'],-1.237,36.8278,Phyllastrephus cabanisi,Cabanis's Greenbul,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/155184,cabgre1/XC155184.ogg
cabgre1,[],"['call', 'song']",-0.636,34.117,Phyllastrephus cabanisi,Cabanis's Greenbul,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/156989,cabgre1/XC156989.ogg
cabgre1,[],"['call', 'song']",0.2362,34.8653,Phyllastrephus cabanisi,Cabanis's Greenbul,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/158714,cabgre1/XC158714.ogg
cabgre1,[],['call'],-0.636,34.117,Phyllastrephus cabanisi,Cabanis's Greenbul,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/163715,cabgre1/XC163715.ogg
cabgre1,[],"['call', 'song']",-1.062,29.7865,Phyllastrephus cabanisi,Cabanis's Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/236129,cabgre1/XC236129.ogg
cabgre1,[],"['call', 'song']",-1.062,29.7865,Phyllastrephus cabanisi,Cabanis's Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/236130,cabgre1/XC236130.ogg
cabgre1,[],"['alarm call', 'call', 'female', 'male', 'song']",-1.062,29.7865,Phyllastrephus cabanisi,Cabanis's Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/236131,cabgre1/XC236131.ogg
cabgre1,[],"['alarm call', 'call']",-1.062,29.7865,Phyllastrephus cabanisi,Cabanis's Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/236132,cabgre1/XC236132.ogg
cabgre1,[],"['female', 'male', 'song']",-0.6143,34.0906,Phyllastrephus cabanisi,Cabanis's Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289459,cabgre1/XC289459.ogg
cabgre1,[],"['female', 'male', 'song']",-0.636,34.117,Phyllastrephus cabanisi,Cabanis's Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289528,cabgre1/XC289528.ogg
cabgre1,[],['song'],3.8104,32.9224,Phyllastrephus cabanisi,Cabanis's Greenbul,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/352740,cabgre1/XC352740.ogg
cabgre1,[],['alarm call'],-1.2043,34.941,Phyllastrephus cabanisi,Cabanis's Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/388652,cabgre1/XC388652.ogg
cabgre1,[],['call'],-1.1459,34.9691,Phyllastrephus cabanisi,Cabanis's Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/396381,cabgre1/XC396381.ogg
cabgre1,"['gryapa1', 'yewgre1']",['call'],-0.9681,36.6945,Phyllastrephus cabanisi,Cabanis's Greenbul,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/434140,cabgre1/XC434140.ogg
cabgre1,[],['call'],-7.8085,36.4921,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/444489,cabgre1/XC444489.ogg
cabgre1,['chtapa3'],['call'],0.6679,35.8395,Phyllastrephus cabanisi,Cabanis's Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/444570,cabgre1/XC444570.ogg
cabgre1,[],"['call', 'song']",-12.561,30.2654,Phyllastrephus cabanisi,Cabanis's Greenbul,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/546580,cabgre1/XC546580.ogg
cabgre1,[],"['call', 'song']",0.352,34.861,Phyllastrephus cabanisi,Cabanis's Greenbul,Scott Connop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/555846,cabgre1/XC555846.ogg
cabgre1,[],[''],-3.3833,36.7833,Phyllastrephus cabanisi,Cabanis's Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/703341,cabgre1/XC703341.ogg
cabgre1,[],[''],-0.3986,37.3087,Phyllastrephus cabanisi,Cabanis's Greenbul,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/753194,cabgre1/XC753194.ogg
cabgre1,[],[''],-3.3528,38.3376,Phyllastrephus cabanisi,Cabanis's Greenbul,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/754034,cabgre1/XC754034.ogg
darbar1,[],"['female', 'male', 'song']",-2.034,37.38,Trachyphonus darnaudii,D'Arnaud's Barbet,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/131907,darbar1/XC131907.ogg
darbar1,[],['song'],0.5824,37.5861,Trachyphonus darnaudii,D'Arnaud's Barbet,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/234628,darbar1/XC234628.ogg
darbar1,"['eswdov1', 'ratcis1', 'reedov1', 'rindov', 'supsta1']","['female', 'male', 'song']",0.0033,36.9454,Trachyphonus darnaudii,D'Arnaud's Barbet,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/240872,darbar1/XC240872.ogg
darbar1,"['grbcam1', 'piecro1', 'rindov', 'slcbou1']","['female', 'male', 'song']",0.0033,36.9454,Trachyphonus darnaudii,D'Arnaud's Barbet,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/240874,darbar1/XC240874.ogg
darbar1,[],['song'],4.7351,39.2277,Trachyphonus darnaudii,D'Arnaud's Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/244606,darbar1/XC244606.ogg
darbar1,[],['song'],4.7351,39.2277,Trachyphonus darnaudii,D'Arnaud's Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/244607,darbar1/XC244607.ogg
darbar1,[],['song'],4.1737,38.2808,Trachyphonus darnaudii,D'Arnaud's Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/244609,darbar1/XC244609.ogg
darbar1,[],['song'],0.6176,35.9816,Trachyphonus darnaudii,D'Arnaud's Barbet,Craig Robertson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/337023,darbar1/XC337023.ogg
darbar1,[],['alarm call'],-1.5765,36.6316,Trachyphonus darnaudii,D'Arnaud's Barbet,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/345087,darbar1/XC345087.ogg
darbar1,[],['song'],-2.651,37.187,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/371368,darbar1/XC371368.ogg
darbar1,[],['duet'],-2.651,37.187,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/373991,darbar1/XC373991.ogg
darbar1,[],['song'],-3.02,35.0194,Trachyphonus darnaudii,D'Arnaud's Barbet,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/426180,darbar1/XC426180.ogg
darbar1,[],['song'],-1.2146,35.7794,Trachyphonus darnaudii,D'Arnaud's Barbet,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/431766,darbar1/XC431766.ogg
darbar1,[],['song'],1.3088,34.9554,Trachyphonus darnaudii,D'Arnaud's Barbet,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/444649,darbar1/XC444649.ogg
darbar1,[],['song'],-4.0904,37.8807,Trachyphonus darnaudii,D'Arnaud's Barbet,Peter Ericsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467119,darbar1/XC467119.ogg
darbar1,[],"['adult', 'female', 'male', 'song']",-0.5636,34.1117,Trachyphonus darnaudii,D'Arnaud's Barbet,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/536672,darbar1/XC536672.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601813,darbar1/XC601813.ogg
darbar1,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601814,darbar1/XC601814.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601815,darbar1/XC601815.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601816,darbar1/XC601816.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601817,darbar1/XC601817.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601818,darbar1/XC601818.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601819,darbar1/XC601819.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601820,darbar1/XC601820.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601821,darbar1/XC601821.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601822,darbar1/XC601822.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-2.9858,37.5975,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601823,darbar1/XC601823.ogg
darbar1,[],['call'],-2.9847,34.9983,Trachyphonus darnaudii,D'Arnaud's Barbet,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/604709,darbar1/XC604709.ogg
darbar1,[],['song'],-2.5727,34.7597,Trachyphonus darnaudii,D'Arnaud's Barbet,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/614624,darbar1/XC614624.ogg
darbar1,[],"['adult', 'sex uncertain', 'song']",-4.9128,35.7952,Trachyphonus darnaudii,D'Arnaud's Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/667275,darbar1/XC667275.ogg
darbar1,[],[''],5.027,38.215,Trachyphonus darnaudii,D'Arnaud's Barbet,Brian Henderson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/699732,darbar1/XC699732.ogg
darbar1,[],[''],-1.8495,36.8708,Trachyphonus darnaudii,D'Arnaud's Barbet,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://xeno-canto.org/753984,darbar1/XC753984.ogg
easmog1,[],['call'],-1.4576,29.5012,Arizelocichla nigriceps,Eastern Mountain Greenbul,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/155155,easmog1/XC155155.ogg
easmog1,[],['call'],-1.3589,29.6187,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/233773,easmog1/XC233773.ogg
easmog1,[],['call'],-1.2502,29.7971,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234729,easmog1/XC234729.ogg
easmog1,[],['call'],-1.3589,29.6187,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/235700,easmog1/XC235700.ogg
easmog1,"['yertin1', 'yewgre1']",['call'],-1.062,29.7865,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/235933,easmog1/XC235933.ogg
easmog1,[],['call'],-1.3589,29.6187,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/266004,easmog1/XC266004.ogg
easmog1,[],['song'],-1.0173,36.6781,Arizelocichla nigriceps,Eastern Mountain Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289569,easmog1/XC289569.ogg
